Product Name,Manufacturer,CPU manufacturer,CPU brand modifier,CPU generation,CPU Speed (GHz),RAM (GB),RAM Type,Bus (MHz),Storage (GB),Screen Size (inch),Screen Resolution,Refresh Rate (Hz),GPU manufacturer,Weight (kg),Battery,Price (VND),url,source,saved_path,detail_specs_html_path
Lenovo ThinkBook 16 G7+ 2025 AKP rẻ nhất thị trường - LaptopAZ.vn,lenovo,AMD,,,2,32,LPDDR5,,1000,16,,165,AMD,1.9,85 Wh,37990000,https://laptopaz.vn/new-100-lenovo-thinkbook-16-g7-2025-akp-ryzen-ai-7-h-350-32gb-1tb-16.0quot-3k-165hz.html,az,,
Lenovo ThinkBook 14 G8 2025 rẻ nhất thị trường - LaptopAZ.vn,lenovo,Intel,,,3.7,16,DDR5,5600,1000,14,2880 x 1800,120,Intel,1.42,60 Wh,37990000,https://laptopaz.vn/new-100-lenovo-thinkbook-14-g8-2025-irl-intel-core-5-220h-16gb-1tb-intel-graphics-14.0quot-2k-ips-120hz.html,az,,
Dell XPS 13 9350 2025 Giá Rẻ Nhất Thị Trường - LaptopAZ,dell,Intel,,7,4.8,16,LPDDR5,,512,13.4,1920 x 1200,120,Intel,1.2,55 Wh,65990000,https://laptopaz.vn/new-100-dell-xps-13-9350-2025-ultra-7-256v-16gb-512gb-intel-arc-graphics-13.4-fhd-graphite.html,az,,
Acer Predator Helios Neo 2024 giá tốt nhất thị trường - LaptopAZ.vn,acer,Intel,i7-14650hx,14,2.20,16,DDR5,5600,1000,16,2560 x 1600,240,NVIDIA,2.8,90 Wh,57890000,https://laptopaz.vn/new-100-acer-predator-helios-neo-phn16-72-78dq_nh.qnnsv.00u-core-i7-14650hx-16gb-1tb-rtx-4060-8gb-16quot-2k-240hz.html,az,,
Dell XPS 13 9340 2024 Giá Rẻ Nhất Thị Trường - LaptopAZ,dell,Intel,,7,4.8,16,LPDDR5,,512,13.4,1920 x 1200,120,Intel,1.2,55 Wh,65990000,https://laptopaz.vn/new-100-dell-xps-13-9340-2024-ultra-7-155h-16gb-512gb-intel-arc-graphics-13.4-fhd-graphite.html,az,,
Laptop Acer Nitro V 15 ANV15-51-53DM giá tốt nhất thị trường - LaptopAZ.vn,acer,Intel,i5-13420h,13,2.10,16,DDR5,5200,4000,15.6,1920 x 1080,144,NVIDIA,2.1,57 Wh,52490000,https://laptopaz.vn/new-100-acer-nitro-v-15-anv15-51-53dm-core-i5-13420h-16gb-512gb-rtx-3050-6gb-15.6quot-fhd-ips-144hz.html,az,,
Acer Nitro V 16 ProPanel ANV16-41-R36Y giá tốt nhất thị trường - LaptopAZ.vn,acer,AMD,ryzen 7,7,3.80,16,DDR5,5600,4000,16,1920 x 1200,165,NVIDIA,2.5,57 Wh,52490000,https://laptopaz.vn/new-100-acer-nitro-v-16-propanel-anv16-41-r36y-ryzen-7-8845hs-16gb-512gb-rtx-4050-6gb-16quot-fhd-ips-165hz.html,az,,
Acer Nitro V 16 ProPanel ANV16-41-R6NA giá tốt nhất thị trường - LaptopAZ.vn,acer,AMD,ryzen 7,7,3.80,16,DDR5,5600,4000,16,1920 x 1200,165,NVIDIA,2.5,57 Wh,52490000,https://laptopaz.vn/new-100-acer-nitro-v-16-propanel-anv16-41-r6na-ryzen-7-8845hs-16gb-512gb-rtx-4060-8gb-16quot-fhd-ips-165hz.html,az,,
Acer Aspire 5 Spin 14 A5SP14-51MTN-78JH rẻ nhất thị trường - LaptopAZ.vn,acer,Intel,i7-1355u,13,1.70,16,LPDDR5,5200,512,14,1920 x 1200,60,Intel,1.6,50 Wh,22990000,https://laptopaz.vn/new-100-acer-aspire-5-spin-14-a5sp14-51mtn-78jh-core-i7-1355u-16gb-512gb-intel-iris-xe-graphics-14quot-fhd-touch.html,az,,
Acer Aspire 5 Spin 14 A5SP14-51MTN-573X rẻ nhất thị trường - LaptopAZ.vn,acer,Intel,i5-1335u,13,1.30,16,LPDDR5,5200,512,14,1920 x 1200,60,Intel,1.6,50 Wh,22990000,https://laptopaz.vn/new-100-acer-aspire-5-spin-14-a5sp14-51mtn-573x-core-i5-1335u-16gb-512gb-intel-iris-xe-graphics-14quot-fhd-touch.html,az,,
Acer Aspire 5 A515-58GM-598J rẻ nhất thị trường - LaptopAZ.vn,acer,Intel,i5-13420h,13,2.00,16,DDR4,3200,512,15.6,1920 x 1080,60,NVIDIA,1.7,50 Wh,20990000,https://laptopaz.vn/new-100-acer-aspire-5-a515-58gm-598j-core-i5-13420h-16gb-512gb-rtx-2050-4gb-15.6-fhd.html,az,,
Acer Aspire 5 A515-58M-56YX rẻ nhất thị trường - LaptopAZ.vn,acer,Intel,i5-13420h,13,2.10,16,LPDDR5,4800,1000,15.6,1920 x 1080,60,Intel,1.7,50 Wh,20990000,https://laptopaz.vn/new-100-acer-aspire-5-a515-58m-56yx-core-i5-13420h-16gb-512gb-intel-graphics-15.6quot-fhd.html,az,,
Acer Aspire 5 A515-58M-951T rẻ nhất thị trường - LaptopAZ.vn,acer,Intel,i9-13900h,13,2.60,16,LPDDR5,4800,1000,15.6,1920 x 1080,60,Intel,1.7,50 Wh,20990000,https://laptopaz.vn/new-100-acer-aspire-5-a515-58m-951t-core-i9-13900h-16gb-512gb-intel-iris-xe-graphics-15.6quot-fhd.html,az,,
Acer Swift 14 SF14-71T-75CV rẻ nhất thị trường - LaptopAZ.vn,acer,Intel,i7-13700h,13,2.40,32,LPDDR5,4800,1000,14,2560 x 1600,,Intel,1.2,56 Wh,38990000,https://laptopaz.vn/new-100-acer-swift-14-sf14-71t-75cv-core-i7-13700h-32gb-1tb-intel-graphics-14quot-2k-touch.html,az,,
Acer Swift X 14 OLED SFX14-72G-79UW rẻ nhất thị trường - LaptopAZ.vn,acer,Intel,,7,1.40,32,LPDDR5,6400,1000,14.5,2880 x 1800,120,NVIDIA,1.5,76 Wh,51990000,https://laptopaz.vn/new-100-acer-swift-x-14-oled-sfx14-72g-79uw-core-ultra-7-155h-32gb-1tb-rtx-4070-8gb-14.5quot-2k-oled.html,az,,
Acer Swift X 14 OLED SFX14-72G-77F9 rẻ nhất thị trường - LaptopAZ.vn,acer,Intel,,7,1.40,32,LPDDR5,6400,1000,14.5,2880 x 1800,120,NVIDIA,1.5,76 Wh,51990000,https://laptopaz.vn/new-100-acer-swift-x-14-oled-sfx14-72g-708x-core-ultra-7-155h-32gb-1tb-rtx-4060-8gb-14.5quot-2k-oled.html,az,,
Acer Swift X 14 OLED SFX14-72G-77F9 rẻ nhất thị trường - LaptopAZ.vn,acer,Intel,,7,1.40,32,LPDDR5,6400,1000,14.5,2880 x 1800,120,NVIDIA,1.5,76 Wh,51990000,https://laptopaz.vn/new-100-acer-swift-x-14-oled-sfx14-72g-77f9-core-ultra-7-155h-32gb-1tb-rtx-4050-6gb-14.5quot-2k-oled.html,az,,
Acer Swift X SFX14-71G-78SY rẻ nhất thị trường - LaptopAZ.vn,acer,Intel,i7-13700h,13,2.40,32,LPDDR5,4800,1000,14.5,2880 x 1800,120,NVIDIA,1.5,76 Wh,51990000,https://laptopaz.vn/new-100-acer-swift-x-sfx14-71g-78sy-core-i7-13700h-32gb-1tb-rtx-4050-6gb-14.5quot-2k-oled.html,az,,
Acer Swift Go 14 AI Gen 2 SFG14-73-71ZX rẻ nhất thị trường - LaptopAZ.vn,acer,Intel,core ultra 7,7,1.40,16,LPDDR5,6400,2000,14,2880 x 1800,120,Intel,1.3,65 Wh,26490000,https://laptopaz.vn/new-100-acer-swift-go-14-ai-gen-2-sfg14-73-71zx-core-ultra-7-155h-16gb-512gb-intel-arc-graphics-14quot-2k.html,az,,
Acer Swift Go 14 AI Gen 2 SFG14-73-53X7 rẻ nhất thị trường - LaptopAZ.vn,acer,Intel,core ultra 5,5,1.20,16,LPDDR5,6400,2000,14,2880 x 1800,120,Intel,1.3,65 Wh,26490000,https://laptopaz.vn/new-100-acer-swift-go-14-ai-gen-2-sfg14-73-53x7-core-ultra-5-125h-16gb-512gb-intel-arc-graphics-14quot-2k.html,az,,
Acer Swift Go 14 AI Gen 2 OLED SFG14-73-75YM rẻ nhất thị trường - LaptopAZ.vn,acer,Intel,core ultra 7,7,1.40,16,LPDDR5,6400,2000,14,2880 x 1800,90,Intel,1.3,65 Wh,26490000,https://laptopaz.vn/new-100-acer-swift-go-ai-oled-sfg14-73-75ym-nx.ksgsv.002-core-ultra-7-155h-16gb-512gb-intel-arc-graphics-14quot-2k-oled.html,az,,
Acer Swift Go 14 AI Gen 2 OLED SFG14-73-57FZ rẻ nhất thị trường - LaptopAZ.vn,acer,Intel,core ultra 5,5,1.20,16,LPDDR5,6400,2000,14,2880 x 1800,90,Intel,1.3,65 Wh,26490000,https://laptopaz.vn/new-100-acer-swift-go-14-sfg14-73-57fz_nx.ksgsv.001-core-ultra-5-125h-16gb-512gb-intel-arc-graphics-14quot-2k-oled.html,az,,
Acer Swift Go SFG14-41-R5JK rẻ nhất thị trường - LaptopAZ.vn,acer,AMD,ryzen 5,5,2.00,16,LPDDR4,,1000,14,1920 x 1080,60,AMD,1.26,50 Wh,26590000,https://laptopaz.vn/new-100-acer-swift-go-sfg14-41-r5jk-ryzen-5-7530u-16gb-1tb-amd-radeon-graphics-14quot-fhd.html,az,,
Acer Swift Go SFG14-41-R19Z rẻ nhất thị trường - LaptopAZ.vn,acer,AMD,ryzen 5,5,2.00,16,LPDDR4,,1000,14,1920 x 1080,60,AMD,1.26,50 Wh,26590000,https://laptopaz.vn/new-100-acer-swift-go-sfg14-41-r19z-ryzen-5-7530u-16gb-512gb-amd-radeon-graphics-14quot-fhd.html,az,,
Acer Swift Go SFG14-71-513F rẻ nhất thị trường - LaptopAZ.vn,acer,Intel,i5-13500h,13,2.60,16,LPDDR5,,512,14,2880 x 1800,90,Intel,1.26,65 Wh,26590000,https://laptopaz.vn/new-100-acer-swift-go-sfg14-71-513f-core-i5-13500h-16gb-512gb-intel-iris-xe-graphics-14quot-2k.html,az,,
Acer Swift Go SFG14-71-74CP rẻ nhất thị trường - LaptopAZ.vn,acer,Intel,i7-13700h,13,2.40,16,LPDDR5,,512,14,2880 x 1800,90,Intel,1.26,65 Wh,26590000,https://laptopaz.vn/new-100-acer-swift-go-sfg14-71-74cp-core-i7-13700h-16gb-512gb-intel-iris-xe-graphics-14quot-2k.html,az,,
Acer Swift Go SFG14-72-55HZ rẻ nhất thị trường - LaptopAZ.vn,acer,Intel,core ultra 5,5,3.60,16,LPDDR5,,512,14,2240 x 1400,60,Intel,1.26,65 Wh,26590000,https://laptopaz.vn/new-100-acer-swift-go-sfg14-72-55hz-core-ultra-5-125h-16gb-512gb-intel-arc-graphics-14quot-2k.html,az,,
Acer Swift Go SFG14-72-73YV rẻ nhất thị trường - LaptopAZ.vn,acer,Intel,core ultra 7,7,3.80,16,LPDDR5,,512,14,2240 x 1400,60,Intel,1.26,65 Wh,26590000,https://laptopaz.vn/new-100-acer-swift-go-sfg14-72-73yv-core-ultra-7-155h-16gb-512gb-intel-arc-graphics-14quot-2k.html,az,,
Acer Swift 14 AI SF14-51-75VP rẻ nhất thị trường - LaptopAZ.vn,acer,Intel,,7,2.20,32,LPDDR5,8533,1000,14,2880 x 1880,90,Intel,1.26,65 Wh,38990000,https://laptopaz.vn/new-100-acer-swift-14-ai-sf14-51-75vp-core-ultra-7-processor-258v-32gb-1tb-intel-arc-graphics-140v-14quot-3k.html,az,,
Acer Swift 14 AI SF14-51-53P9 rẻ nhất thị trường - LaptopAZ.vn,acer,Intel,,5,2.10,16,LPDDR5,8533,1000,14,2880 x 1880,90,Intel,1.26,65 Wh,38990000,https://laptopaz.vn/new-100-acer-swift-ai-sf14-51-53p9-nx.j2ksv.002-core-ultra-5-processor-226v-16gb-1tb-intel-arc-graphics-130v-14quot-3k.html,az,,
Acer Swift Lite 14 AI SFL14-51M-56HS rẻ nhất thị trường - LaptopAZ.vn,acer,Intel,core ultra 5,5,3.60,16,DDR5,4800,1000,14,1920 x 1200,60,Intel,1.27,58 Wh,21999000,https://laptopaz.vn/new-100-acer-swift-lite-14-ai-sfl14-51m-56hs-core-ultra-5-125u-16gb-512gb-intel-graphics-14quot-fhd.html,az,,
Acer Swift Lite 14 AI SFL14-51M-78XZ rẻ nhất thị trường - LaptopAZ.vn,acer,Intel,core ultra 7,7,2.10,16,DDR5,4800,1000,14,1920 x 1200,60,Intel,1.27,58 Wh,21999000,https://laptopaz.vn/new-100-acer-swift-lite-14-ai-sfl14-51m-78xz-nx.j1hsv.001-core-ultra-7-155u-16gb-512gb-intel-graphics-14quot-fhd.html,az,,
HP Envy x360 2-in-1 14-fc0023dx 2024 giá tốt nhất thị trường - LaptopAZ.vn,hp,Intel,,7,4.80,16,LPDDR5,6400,1000,14,1920 x 1200,,Intel,1.4,59 Wh,21890000,https://laptopaz.vn/new-100-hp-envy-x360-2-in-1-14-fc0023dx-2024-core-ultra-7-155u-16gb-1tb-14quot-fhd-touch.html,az,,
Acer Predator Helios Neo 2024 giá tốt nhất thị trường - LaptopAZ.vn,acer,Intel,i9-14900hx,14,5.80,16,DDR5,5600,1000,16,2560 x 1600,240,NVIDIA,2.6,90 Wh,57890000,https://laptopaz.vn/new-100-acer-predator-helios-neo-2024-phn16-72-91wg-core-i9-14900hx-16gb-1tb-rtx-4070-8gb-16quot-2k-240hz.html,az,,
ASUS Vivobook Pro 15 OLED Q533 Rẻ Nhất Thị Trường - LaptopAZ.vn,asus,Intel,,7,3.80,16,DDR5,5600,1000,15.6,1920 x 1080,60,NVIDIA,1.90,75 Wh,25490000,https://laptopaz.vn/new-100-asus-vivobook-pro-15-oled-q533-core-ultra-7-155h-16gb-1tb-rtx-3050-6gb-16quot-fhd-oled.html,az,,
"Dell Inspiron 3530 | Core i5-1334U, 8GB, 512GB, Intel Iris Xe Graphics, 15.6'' FHD 120Hz",dell,Intel,i5-1334u,13,4.60,8,DDR4,2666,512,15.6,1920 x 1080,120,Intel,1.65,41 Wh,65990000,https://laptopaz.vn/new-100-dell-inspiron-3530-core-i5-1334u-8gb-512gb-15.6-fhd-120hz.html,az,,
Asus Zenbook 14 OLED UX3405MA-PP152W Rẻ Nhất Thị Trường - LaptopAZ.vn,asus,Intel,,7,3.80,32,LPDDR5,7467,1000,14.0,2880 x 1800,120,Intel,1.2,75 Wh,48990000,https://laptopaz.vn/new-100-asus-zenbook-14-oled-ux3405ma-pp152w-core-ultra-7-155h-32gb-1tb-14quot-3k-oled.html,az,,
Asus Zenbook 14 OLED UX3405MA-PP151W Rẻ Nhất Thị Trường - LaptopAZ.vn,asus,Intel,,5,1.2,16,LPDDR5,7467,512,14.0,2880 x 1800,120,Intel,1.2,75 Wh,48990000,https://laptopaz.vn/new-100-asus-zenbook-14-oled-ux3405ma-pp151w-core-ultra-5-125h-16gb-512gb-14quot-3k-oled.html,az,,
Asus TUF Gaming A15 FA506NFR-HN006W giá tốt nhất thị trường - LaptopAZ.vn,asus,AMD,,,3.10,16,DDR5,5600,512,15.6,1920 x 1080,144,NVIDIA,2.2,48 Wh,62990000,https://laptopaz.vn/new-100-asus-tuf-gaming-a15-fa506nfr-hn006w-ryzen-7-7435hs-16gb-512gb-rtx-2050-4gb-15.6-fhd-ips-144hz.html,az,,
"Asus Vivobook S 14 OLED S5406SA-PP060WS | Core Ultra 5 226V, 16GB, 512GB, Intel Arc Graphics, 14.0'' 3K OLED",asus,Intel,core ultra 5,5,2.1,16,LPDDR5,,512,14,2880 x 1800,120,Intel,1.30,75 Wh,23990000,https://laptopaz.vn/new-100-asus-vivobook-s-14-oled-s5406sa-pp060ws-core-ultra-5-226v-16gb-512gb-intel-arc-graphics-14.0quot-3k-oled.html,az,,
Dell Inspiron 14 7440 2-in-1 2024 giá tốt nhất thị trường - LaptopAZ.vn,dell,Intel,,,4.0,,DDR5,5200,1000,,1920 x 1200,,Intel,1.71,64 Wh,65990000,https://laptopaz.vn/new-100-dell-inspiron-14-7440-2-in-1-2024-core-7-150u-16gb-1tb-14.0quot-fhd-touch.html,az,,
Dell XPS 13 9340 2024 Giá Rẻ Nhất Thị Trường - LaptopAZ,dell,Intel,,7,4.8,16,LPDDR5,,512,13.4,1920 x 1200,120,Intel,1.2,55 Wh,65990000,https://laptopaz.vn/new-100-dell-xps-13-9340-2024-ultra-7-155h-16gb-512gb-intel-arc-graphics-13.4-fhd.html,az,,
Lenovo Thinkbook X AI 2024 rẻ nhất thị trường - LaptopAZ.vn,lenovo,Intel,,9,2.3,32,LPDDR5,8400,1000,13.5,2880 x 1920,120,Intel,1.1,74 Wh,37990000,https://laptopaz.vn/new-100-lenovo-thinkbook-x-ai-2024-intel-ultra-9-185h-32gb-1tb-intel-arc-graphics-13.5quot-2k-ips-120hz.html,az,,
Lenovo Thinkbook 16P G5 2024 rẻ nhất thị trường - LaptopAZ.vn,lenovo,Intel,core i7,,5.2,16,DDR5,5600,1000,16,3200 x 2000,165,NVIDIA,2.2,81 Wh,37990000,https://laptopaz.vn/new-100-lenovo-thinkbook-16p-g5-2024-core-i7-14650hx-16gb-1tb-rtx-4060-8gb-16quot-3k-165hz.html,az,,
Dell Inspiron 7445 2-in-1 giá tốt nhất thị trường - LaptopAZ.vn,dell,AMD,,,,8,DDR5,5600,512,,1920 x 1200,,AMD,1.7,54 Wh,19990000,https://laptopaz.vn/new-100-dell-inspiron-7445-2-in-1-2024-ryzen-5-8640hs-8gb-512gb-amd-radeon-graphics-14-fhd-touch.html,az,,
Dell Inspiron 16 5640 2024 giá tốt nhất thị trường - LaptopAZ.vn,dell,Intel,,,1.80,16,DDR5,5200,1000,16.0,2560 x 1600,,NVIDIA,1.87,54 Wh,30990000,https://laptopaz.vn/new-100-dell-inspiron-16-5640-n6i7512w1-core-7-150u-16gb-1tb-mx570a-2gb-16-2k.html,az,,
Asus Gaming Vivobook K3605ZU giá rẻ nhất thị trường - LaptopAZ.vn,asus,Intel,i5-12500h,12,2.50,16,DDR4,3200,512,16,1920 x 1200,144,NVIDIA,1.80,70 Wh,23990000,https://laptopaz.vn/new-100-asus-gaming-vivobook-k3605zu-rp296w-core-i5-12500h-16gb-512gb-rtx-4050-6gb-16quot-fhd-144hz.html,az,,
HP Envy x360 2-in-1 14-es1013dx 2024 giá tốt nhất thị trường - LaptopAZ.vn,hp,Intel,,,5.4,16,DDR4,3200,512,,1920 x 1080,,Intel,1.52,43 Wh,21890000,https://laptopaz.vn/new-100-hp-envy-x360-2-in-1-14-es1013dx-2024-core-7-150u-16gb-512gb-intel-graphics-14quot-fhd-touch.html,az,,
Acer Aspire 5 A515-58GM-53PZ rẻ nhất thị trường - LaptopAZ.vn,acer,Intel,i5-13420h,13,2.00,8,DDR4,3200,512,15.6,1920 x 1080,60,NVIDIA,1.7,50 Wh,20990000,https://laptopaz.vn/new-100-acer-aspire-5-a515-58gm-53pz-core-i5-13420h-8gb-512gb-rtx-2050-4gb-15.6-fhd.html,az,,
HP Envy x360 2-in-1 16-ac0013dx 2024 giá tốt nhất thị trường - LaptopAZ.vn,hp,Intel,,7,4.8,16,LPDDR5,6400,512,16,1920 x 1200,,Intel,1.87,68 Wh,21890000,https://laptopaz.vn/new-100-hp-envy-x360-2in1-16-ac0023dx-2024-core-ultra-7-155u-16gb-512gb-16quot-fhd-touch.html,az,,
Asus Vivobook 14 OLED giá rẻ nhất thị trường - LaptopAZ.vn,asus,Intel,i5-13500h,13,4.7,16,DDR4,3200,512,14,2880 x 1800,90,Intel,1.60,50 Wh,23990000,https://laptopaz.vn/new-100-asus-vivobook-14-oled-a1405va-km257w-core-i5-13500h-16gb-512gb-intel-iris-x-graphics-14.0quot-2k-oled.html,az,,
Asus TUF Gaming A15 2024 FA507UV giá tốt nhất thị trường - LaptopAZ.vn,asus,AMD,,,4.00,16,DDR5,5600,512,,1920 x 1080,144,NVIDIA,2.2,90 Wh,62990000,https://laptopaz.vn/new-100-asus-tuf-gaming-a15-2024-fa507uv-lp090w-ryzen-9-8945hs-16gb-512gb-rtx-4060-8gb-15.6-fhd-ips-144hz.html,az,,
Asus Vivobook S 14 Rẻ Nhất Thị Trường - LaptopAZ.vn,asus,Intel,,5,3.60,16,LPDDR5,7467,1000,14.0,2880 x 1800,120,Intel,1.30,75 Wh,23990000,https://laptopaz.vn/new-100-asus-vivobook-s-14-oled-s5406ma-intel-core-ultra-5-125h-16gb-1tb-intel-arc-graphics-14.0quot-3k-oled.html,az,,
Dell Inspiron 7640 Plus 2024 2024 giá tốt nhất thị trường -  LaptopAZ.vn,dell,Intel,core ultra 5,5,4.5,16,LPDDR5,,1000,16,2560 x 1600,,Intel,1.9,64 Wh,29990000,https://laptopaz.vn/new-100-dell-inspiron-7640-plus-2024-intel-core-ultra-5-125h-16gb-1tb-intel-arc-graphics-16quot-2k.html,az,,
Dell Inspiron 13 5330N 2024 giá tốt nhất thị trường -  LaptopAZ.vn,dell,Intel,core ultra 5,5,4.5,16,LPDDR5,,1000,,2560 x 1600,,Intel,1.24,64 Wh,29990000,https://laptopaz.vn/new-100-dell-inspiron-13-5330n-intel-core-ultra-5-125h-16gb-1tb-intel-arc-graphics-13quot-2k.html,az,,
"Asus TUF F15 FX507ZC4-HN074W | Core i5-12500H, 8GB, 512GB, RTX 3050 4GB, 15.6'' FHD 144Hz IPS",asus,Intel,i5-12500h,12,4.5,8,DDR4,3200,512,15.6,,144,NVIDIA,2.2,56 Wh,59990000,https://laptopaz.vn/new-100-asus-tuf-f15-fx507zc4-hn074w-core-i5-12500h-8gb-512gb-rtx-3050-4gb-15.6-fhd-144hz-ips.html,az,,
Asus Vivobook 15 OLED Rẻ Nhất Thị Trường - LaptopAZ.vn,asus,Intel,i5-13500h,13,2.60,16,DDR4,3200,512,15.6,1920 x 1080,60,Intel,1.70,50 Wh,23990000,https://laptopaz.vn/new-100-asus-vivobook-15-oled-a1505va-l1114w-core-i5-13500h-16gb-512gb-intel-iris-xe-15.6quot-fhd-oled.html,az,,
Dell Gaming G15 5530 2023 giá tốt nhất thị trường - LaptopAZ.vn,dell,Intel,i5-13450hx,13,4.60,16,DDR5,4800,512,15,,165,NVIDIA,2.65,86 Wh,26890000,https://laptopaz.vn/review-dell-gaming-g15-5530-2023-core-i5-13450hx-16gb-512gb-rtx-4050-6gb-15.6-fhd-165hz.html,az,,
Dell XPS 15 9520 card RTX 3050 giá rẻ nhất thị trường - LaptopAZ.vn,dell,Intel,i7-12700h,12,,16,DDR5,4800,512,6,1920 x 1200,60,NVIDIA,1.92,86 Wh,65990000,https://laptopaz.vn/moi-100-dell-xps-15-9520-core-i7-12700h-16gb-512gb-rtx-3050-15.6quot-fhd.html,az,,
"Laptop Asus Vivobook 16 X1607CA-MB990W | Ultra 7 255H, 16GB, 512GB, Intel Graphics, 16inch WUXGA, Win 11",asus,Intel,,7,2.00,16,DDR5,,512,16,1920 x 1200,60,Intel,1.70,42 Wh,23990000,https://laptopaz.vn/laptop-asus-vivobook-16-x1607ca-mb990w-ultra-7-255h-16gb-512gb-intel-graphics-16inch-wuxga-win-11.html,az,,
"Laptop Asus ExpertBook B5 B5404CMA-Q70249WL | Core Ultra 5 125H, 16GB, 512GB, Intel Arc Graphics, 14.0 WUXGA, Win 11",asus,Intel,core ultra 5,5,1.20,16,DDR5,,512,14.0,1920 x 1200,60,Intel,1.40,63 Wh,23990000,https://laptopaz.vn/laptop-asus-expertbook-b5-b5404cma-q70249wl-core-ultra-5-125h-16gb-512gb-intel-arc-graphics-14.0-wuxga-win-11.html,az,,
"Laptop Dell Inspiron 3530 N3530-i5U085W11SLU | Core i5-1335U, 8GB, 512GB, 15.6 inch FHD, Office",dell,Intel,i5-1335u,13,4.60,8,DDR4,2666,512,15.6,,120,Intel,1.62,41 Wh,65990000,https://laptopaz.vn/laptop-dell-inspiron-3530-n3530-i5u085w11slu-core-i5-1335u-8gb-512gb-15.6-inch-fhd-office.html,az,,
"[Review] Lenovo Legion R9000P 2025 | Ryzen 9 8945HX, 32GB, 1TB, RTX 5070 8GB, 16'' 2K+ 240Hz",lenovo,AMD,ryzen 9,9,2.5,32,DDR5,5200,1000,16,2560 x 1600,240,NVIDIA,2.55,80 Wh,43790000,https://laptopaz.vn/review-lenovo-legion-r9000p-2025-ryzen-9-8945hx-32gb-1tb-rtx-5070-8gb-16-2k-240hz.html,az,,
"Asus Vivobook 16 X1605VA - MB360W | Core i5-1335U, 16GB, 512GB, 16 icnh FHD+",asus,Intel,i5-1335u,13,4.6,16,DDR4,,512,16.0,,,Intel,1.88,42 Wh,23990000,https://laptopaz.vn/asus-vivobook-16-x1605va-mb360w-core-i5-1335u-16gb-512gb-16-icnh-fhd.html,az,,
"Laptop MSI Modern 15 F13MG-667VN | Core i5-1334U, 8GB, 512B, UHD Graphics, 15.6 Inch FHD 60Hz, Bạc",msi,Intel,i5-1334u,13,1.30,8,DDR4,3200,512,15.6,1920 x 1080,60,Intel,1.70,46.8 Wh,19590000,https://laptopaz.vn/laptop-msi-modern-15-f13mg-667vn-core-i5-1334u-8gb-512b-uhd-graphics-15.6-inch-fhd-60hz-bac.html,az,,
"Dell Inspiron 16 Plus 7630 R2608S | Core i5-13420H, 16GB, 1TB, Intel Graphics, 16 icnh 2K+",dell,Intel,i5-13420h,13,4.6,16,LPDDR5,,1000,,2560 x 1600,,Intel,2.06,86 Wh,65990000,https://laptopaz.vn/dell-inspiron-16-plus-7630-r2608s-core-i5-13420h-16gb-1tb-intel-graphics-16-icnh-2k.html,az,,
"MSI Katana 15 B13UDXK-2410VN | Core i5 13420H, 16GB, 512GB, RTX 3050 6GB, 15.6 icnh FHD 144Hz",msi,Intel,i5-13420h,13,2.10,16,DDR5,5200,512,15.6,1920 x 1080,144,NVIDIA,2.25,53.5 Wh,51990000,https://laptopaz.vn/msi-katana-15-b13udxk-2410vn-core-i5-13420h-16gb-512gb-rtx-3050-6gb-15.6-icnh-fhd-144hz.html,az,,
"Lenovo Legion Pro 7 16IAX10H 83F5008WVN | Ultra 9 275X, 32GB, 1TB, RTX 5080 16GB, 16.0 icnh WQXGA 240Hz",lenovo,Intel,core ultra 9,9,5.4,32,DDR5,,1000,16,2560 x 1600,240,NVIDIA,2.57,80 Wh,94990000,https://laptopaz.vn/lenovo-legion-pro-7-16iax10h-83f5008wvn-ultra-9-275x-32gb-1tb-rtx-5080-16gb-16.0quot-wqxga-240hz.html,az,,
"Asus ExpertBook P1 P1403CVA-i716-50W | Core i7-13620H, 16GB, 512GB, Intel UHD Graphics, 14.0'' FHD",asus,Intel,i7-13620h,13,2.4,16,DDR5,,512,14.0,1920 x 1080,,Intel,1.40,50 Wh,23990000,https://laptopaz.vn/asus-expertbook-p1-p1403cva-i716-50w-core-i7-13620h-16gb-512gb-intel-uhd-graphics-14.0-fhd.html,az,,
"Acer Predator Helios Neo 16 PHN16-72-950P NH.QNMSV.001 | Core i9-14900HX, 32GB, 1TB, RTX 4070 8GB, 16'' 2K+ 240Hz",acer,Intel,i9-14900hx,14,5.80,32,DDR5,5600,1000,16,2560 x 1600,240,NVIDIA,2.8,90 Wh,57890000,https://laptopaz.vn/new-100-acer-predator-helios-neo-16-phn16-72-950p-nh.qnmsv.001-core-i9-14900hx-32gb-1tb-rtx-4070-8gb-16quot-2k-240hz.html,az,,
"Acer Aspire Lite 14 AL14-71M-52GQ NX.J4ASV.001 | Core i5-12500H, 16GB, 512GB, Iris Xe Graphics, 14'' FHD+",acer,Intel,i5-12500h,12,2.5,16,DDR5,,2000,14,1920 x 1200,,Intel,1.5,58 Wh,17290000,https://laptopaz.vn/new-100-acer-aspire-lite-14-al14-71m-52gq-nx.j4asv.001-core-i5-12500h-16gb-512gb-iris-xe-graphics-14quot-fhd.html,az,,
